Feature_1,Feature_2,Correlation
dmfcc9_mean,dmfcc2_std,0.2527189719669288
mfcc3_mean,shimmer_apq3,0.2525783446687795
mfcc3_mean,hnr_mean_db,0.25255030407983864
dmfcc13_std,mfcc12_mean,0.2523209361104795
dmfcc11_std,f0_mean_hz,0.2521968005025135
mfcc13_mean,shimmer_apq3,0.25205485348701534
spec_flux_mean,mfcc9_mean,0.251788212334473
dmfcc11_mean,mfcc4_std,0.2515468484293695
mfcc6_mean,shimmer_apq11,0.25103209621300115
dmfcc13_std,shimmer_apq3,0.25078281459786456
spec_energy_high_mean,dmfcc3_std,0.25073958560617404
jitter_ppq5,f0_min_hz,0.25065893851476023
spec_energy_low_mean,dmfcc7_std,0.25011039551809805
dmfcc1_std,shimmer_apq3,0.24991074290303084
dmfcc13_mean,dmfcc10_mean,0.24972027854268933
spec_flux_std,dmfcc10_mean,0.2495953686496196
mfcc13_std,dmfcc11_mean,0.2495168147588805
mfcc6_std,f3_std_hz,0.24930787004756935
spec_energy_low_mean,f0_mean_hz,0.24926367646266603
shannon_s1_amp,mfcc3_std,0.24922973982588043
tsallis_sq_f0,shimmer_apq11,0.24866560563851453
dmfcc9_mean,dmfcc4_mean,0.2482667224027867
dmfcc11_std,shimmer_local,0.2481788990960379
mfcc10_std,hnr_mean_db,0.2478274508137122
mfcc13_std,f0_min_hz,0.24755426362867886
mfcc12_std,mfcc11_mean,0.24753506894468102
spec_flux_mean,mfcc7_std,0.2475172633782369
mfcc9_std,f3_std_hz,0.24747467498989653
mfcc13_std,f0_cv,0.24736622218367071
shannon_s1_amp,mfcc6_std,0.24722805743914003
dmfcc6_std,shimmer_apq11,0.24719874272833142
mfcc9_mean,dmfcc8_std,0.24719390253914908
spec_energy_high_mean,f4_std_hz,0.2466840870619858
spec_energy_mid_mean,f0_mean_hz,0.2466144449207386
jitter_local,hnr_mean_db,0.2464438859876909
mfcc12_std,shimmer_apq11,0.24632050029849042
dmfcc10_mean,dmfcc1_std,0.24618598447480042
dmfcc3_std,f0_cv,0.24613258136078947
shannon_s1_amp,shimmer_local,0.24579667411832248
dmfcc13_mean,shimmer_apq3,0.24568993619143664
jitter_ppq5,hnr_mean_db,0.24548508076868286
dmfcc12_std,mfcc2_std,0.24536446163839828
spec_energy_mid_mean,mfcc5_std,0.2449506149344274
dmfcc3_mean,dmfcc2_mean,0.24482686478501797
mfcc5_mean,shimmer_local,0.2447021285805341
shannon_s1_amp,mfcc10_mean,0.24468186506041792
spec_rolloff_std_hz,dmfcc9_mean,0.2446772793923134
mfcc13_mean,mfcc9_std,0.2445268718048205
spec_flux_mean,dmfcc6_std,0.2443463351858417
spec_energy_high_mean,dmfcc1_std,0.24429461923335688
mfcc8_mean,jitter_ppq5,0.2441933473783131
mfcc5_mean,mfcc4_mean,0.24413022344273813
mfcc3_mean,f1_std_hz,0.24407605018355744
mfcc11_std,f2_std_hz,0.24401844222302366
dmfcc6_mean,mfcc1_mean,0.2439353092051924
spec_centroid_std_hz,f0_cv,0.2439242048258078
dmfcc8_mean,dmfcc3_mean,0.24346261128648042
mfcc6_std,mfcc3_mean,0.2433345641402447
mfcc13_mean,mfcc9_mean,0.24315843319532945
dmfcc5_std,f0_mean_hz,0.2430219281000316
spec_energy_high_mean,mfcc8_mean,0.24301716207032256
mfcc4_mean,f0_std_hz,0.2429671660814389
dmfcc9_std,f2_std_hz,0.24263801182380315
dmfcc5_std,shimmer_apq5,0.2425270973696668
spec_rolloff_std_hz,mfcc13_mean,0.24209438861335536
shimmer_apq11,f0_mean_hz,0.2420795211428059
dmfcc2_mean,f0_cv,0.24184572725950265
dmfcc5_std,f2_std_hz,0.24178287222227937
mfcc6_mean,shimmer_local,0.24155086524139185
jitter_rap,f1_std_hz,0.2411576006992903
dmfcc10_mean,dmfcc2_std,0.24106551938043475
dmfcc13_std,f1_std_hz,0.2409352647348131
mfcc10_std,mfcc6_mean,0.2407722992355307
dmfcc13_std,f2_std_hz,0.24056873167274764
jitter_rap,hnr_mean_db,0.2403964864635002
dmfcc2_std,f0_mean_hz,0.24021830211808143
dmfcc7_mean,f1_mean_hz,0.2401636188129376
tsallis_sq_f0,spec_centroid_std_hz,0.24003452279154774
dmfcc13_mean,dmfcc7_mean,0.23980785331162063
dmfcc6_std,mfcc3_mean,0.23971824377760617
mfcc13_mean,dmfcc4_std,0.2395269480388001
dmfcc1_mean,f0_std_hz,0.23945134930276255
shimmer_apq3,f0_mean_hz,0.2390488096750418
dmfcc11_mean,dmfcc6_mean,0.2380089029372811
mfcc13_std,f1_std_hz,0.23748608073151473
dmfcc7_mean,mfcc4_mean,0.23734175257690118
mfcc13_mean,dmfcc2_std,0.2372423333035384
dmfcc1_std,f4_std_hz,0.23698154406409738
dmfcc11_mean,dmfcc1_std,0.23679402501019461
mfcc10_std,f1_std_hz,0.23678497963974693
mfcc7_std,shimmer_apq5,0.23677824558790336
mfcc2_mean,f0_max_hz,0.23673458009347065
mfcc13_mean,mfcc3_mean,0.23656191742529914
shimmer_apq5,hnr_mean_db,0.23647244889728491
f0_cv,f0_min_hz,0.23637085368180955
shannon_s1_amp,dmfcc10_mean,0.2361171871251864
mfcc13_mean,dmfcc8_mean,0.23591490476027677
dmfcc9_mean,f0_max_hz,0.23591461145371673
spec_flux_mean,mfcc1_std,0.23584950022642445
mfcc4_mean,dmfcc1_std,0.23582256063002208
dmfcc12_std,hnr_mean_db,0.2357788568431303
mfcc5_std,f0_max_hz,0.23572431235031532
dmfcc4_std,shimmer_apq3,0.2354383506885274
mfcc12_std,f1_std_hz,0.23529273776889081
mfcc1_std,f0_max_hz,0.23518145270627566
spec_flux_mean,mfcc13_mean,0.23517679290838564
shimmer_apq11,f0_cv,0.23505285458917555
mfcc2_std,f4_std_hz,0.23503410602033528
dmfcc3_std,f3_std_hz,0.23482593320446649
dmfcc10_mean,mfcc9_std,0.2347882658298443
mfcc7_std,shimmer_local,0.2345335014736651
spec_flux_std,dmfcc13_mean,0.23450456849157922
shimmer_apq11,hnr_mean_db,0.23440953167808465
spec_flux_mean,spec_centroid_std_hz,0.2339146512679396
jitter_local,f0_std_hz,0.2338708635490958
mfcc5_mean,shimmer_apq3,0.2338054741508391
dmfcc8_std,mfcc3_mean,0.23377243821269547
shimmer_apq5,f0_cv,0.23365035698632872
f4_std_hz,f0_mean_hz,0.23337024801047754
spec_flux_mean,f2_std_hz,0.2333136112635927
dmfcc13_std,mfcc3_mean,0.23305006347789026
spec_energy_mid_mean,dmfcc7_std,0.23300518286320557
mfcc6_mean,dmfcc3_mean,0.23274507760642302
spec_energy_mid_mean,mfcc10_mean,0.2326860482658144
mfcc1_mean,f1_mean_hz,0.2324330016546795
mfcc13_mean,dmfcc3_mean,0.23203792119380723
dmfcc8_std,f1_std_hz,0.2318984046387409
mfcc6_mean,dmfcc2_std,0.2318718420682497
dmfcc4_std,f0_cv,0.2318229891752814
mfcc2_mean,f3_mean_hz,0.23145166069455508
mfcc3_mean,mfcc2_std,0.2314026444416825
dmfcc7_mean,jitter_ppq5,0.23124414809016727
mfcc9_mean,mfcc7_std,0.23026429636590304
mfcc10_std,dmfcc5_mean,0.22983324200010904
mfcc1_std,f3_std_hz,0.22983119914869107
mfcc10_mean,f3_std_hz,0.2294440955204876
mfcc11_mean,f2_std_hz,0.22941873125493206
dmfcc9_mean,mfcc6_std,0.22931265814368346
mfcc7_mean,f2_std_hz,0.2292319455667113
mfcc6_mean,shimmer_apq3,0.22881752801539446
dmfcc1_std,jitter_local,0.22880714182790798
dmfcc3_mean,f1_std_hz,0.228661208160753
dmfcc8_mean,mfcc3_mean,0.22848005308384858
jitter_rap,f0_cv,0.22834399817680703
mfcc5_mean,f3_std_hz,0.22829529715744787
dmfcc6_std,f3_std_hz,0.22812350552369165
shimmer_apq3,f0_std_hz,0.22802107925056458
spec_rolloff_std_hz,dmfcc13_std,0.22736209922309103
dmfcc9_std,f0_max_hz,0.2270827736535884
mfcc4_std,mfcc3_mean,0.2270665109572424
jitter_local,f1_std_hz,0.2270134906680293
mfcc9_mean,dmfcc1_std,0.22643772617384736
dmfcc11_std,f0_max_hz,0.22613047367723677
spec_energy_low_mean,mfcc10_mean,0.2260392052791592
dmfcc8_std,f0_std_hz,0.2259608545319377
mfcc4_mean,f0_cv,0.2259135263613893
mfcc6_mean,mfcc4_mean,0.22564816296042298
dmfcc8_mean,mfcc8_mean,0.22553763607204394
mfcc12_mean,dmfcc10_std,0.22527954491154248
mfcc7_std,f3_mean_hz,0.22519363355779345
spec_flux_std,f1_std_hz,0.22514712014787835
mfcc6_std,f0_min_hz,0.2247286997535419
mfcc6_std,shimmer_apq5,0.2246803619532663
spec_energy_mid_mean,dmfcc5_std,0.22461287736445562
mfcc6_std,shimmer_apq11,0.22449166138411603
dmfcc5_mean,dmfcc1_mean,0.22433602547793202
spec_centroid_std_hz,f2_std_hz,0.22430203481541552
mfcc6_mean,f4_mean_hz,0.22424682533916976
dmfcc9_mean,mfcc1_std,0.2240995689487698
dmfcc6_std,f1_std_hz,0.22395183860357287
shannon_s1_f0,shimmer_apq5,0.22388209601007686
mfcc9_mean,hnr_mean_db,0.22376644769705475
mfcc6_std,mfcc1_mean,0.22366164138978042
dmfcc4_std,f3_std_hz,0.2232473726676517
dmfcc9_mean,dmfcc3_std,0.22299409208087517
mfcc6_mean,mfcc4_std,0.22279923571267551
dmfcc6_std,mfcc5_mean,0.222631296668566
mfcc11_std,shimmer_apq5,0.22260492059251122
dmfcc11_mean,mfcc6_mean,0.22257197713027968
shannon_s1_amp,mfcc11_mean,0.22254439601745116
dmfcc13_mean,mfcc13_mean,0.2222943186959536
spec_rolloff_std_hz,mfcc12_mean,0.2221161764492087
shannon_s1_amp,spec_rolloff_mean_hz,0.22205664744897533
mfcc13_mean,f3_mean_hz,0.22201103803096084
mfcc13_mean,f0_mean_hz,0.22199746319289457
mfcc9_std,f3_mean_hz,0.22188479379683196
dmfcc1_std,jitter_rap,0.22187105820303563
spec_energy_mid_mean,mfcc5_mean,0.22175464436123535
tsallis_sq_f0,mfcc1_mean,0.22174044498091486
dmfcc11_mean,mfcc8_std,0.22171505305029038
shannon_s1_f0,mfcc1_mean,0.22167373723864897
dmfcc4_std,f4_std_hz,0.22162564908088808
mfcc1_std,f0_std_hz,0.22140681263382142
spec_energy_mid_mean,mfcc3_std,0.22133833211689644
dmfcc12_mean,dmfcc2_mean,0.22120916558927
mfcc11_std,mfcc6_mean,0.22116665396553087
dmfcc13_mean,dmfcc2_std,0.2211591637404424
mfcc5_mean,mfcc3_mean,0.22107076698266284
mfcc8_mean,mfcc7_mean,0.22092605272196872
mfcc12_std,shimmer_apq5,0.2208124136335561
mfcc4_mean,f0_max_hz,0.22071779294307997
spec_energy_high_mean,mfcc1_std,0.22068471871500306
mfcc6_std,shimmer_local,0.22063773127116024
dmfcc6_std,shimmer_apq5,0.22031896818238927
mfcc7_std,f0_mean_hz,0.22029662403861874
mfcc4_std,f0_min_hz,0.2201186035007782
shimmer_local,f0_std_hz,0.2201026094320463
mfcc3_std,shimmer_apq11,0.2199933821375248
dmfcc5_std,shimmer_local,0.21969240470934503
mfcc4_mean,dmfcc2_mean,0.21948538711989915
mfcc5_std,f2_std_hz,0.21947163230575437
mfcc7_std,f3_std_hz,0.2191423003791039
dmfcc13_mean,dmfcc6_mean,0.219104110911942
mfcc5_std,f0_std_hz,0.2191016968587412
f1_std_hz,f0_mean_hz,0.21866117798058407
dmfcc4_mean,dmfcc2_std,0.2186513150049702
spec_centroid_mean_hz,dmfcc8_mean,0.21862104143696975
mfcc3_mean,dmfcc2_std,0.21812167899224819
dmfcc2_std,shimmer_local,0.21807137692350562
mfcc9_mean,dmfcc7_std,0.21778921529657252
dmfcc1_std,f3_std_hz,0.21743161610594494
dmfcc2_mean,f0_max_hz,0.216830739931957
mfcc9_std,mfcc9_mean,0.21665222258908926
dmfcc3_std,f0_mean_hz,0.21648084169444992
mfcc9_mean,dmfcc3_std,0.21631566753251166
mfcc12_std,f1_mean_hz,0.21607762160558747
dmfcc10_std,shimmer_apq11,0.2158698723199019
spec_flux_mean,mfcc12_mean,0.2157448507444595
spec_flux_mean,dmfcc13_mean,0.21570633803996664
tsallis_sq_amp,mfcc6_std,0.21566031144861705
dmfcc13_mean,shimmer_local,0.21557881804897489
mfcc13_mean,dmfcc8_std,0.21544767958685304
shannon_s1_f0,dmfcc2_mean,0.2153952679922784
mfcc8_std,mfcc3_mean,0.21501715734659105
dmfcc11_mean,dmfcc4_std,0.21487590777257914
dmfcc11_mean,mfcc11_std,0.21469208724579628
mfcc7_mean,f3_mean_hz,0.2146073702049247
f4_mean_hz,f0_max_hz,0.21452105083609369
dmfcc10_std,mfcc1_mean,0.21448050372330976
mfcc8_mean,mfcc6_mean,0.21423519990911669
mfcc9_mean,f3_std_hz,0.2142244625931669
tsallis_sq_amp,spec_rolloff_mean_hz,0.21415340692256463
mfcc13_mean,mfcc12_mean,0.21408877042532556
mfcc11_mean,f0_cv,0.21396241573475658
spec_energy_high_mean,mfcc3_std,0.21381837880860136
dmfcc7_mean,dmfcc1_mean,0.21377321174700714
dmfcc3_mean,jitter_rap,0.21367805800276762
dmfcc8_std,shimmer_apq5,0.21330390226592683
mfcc12_mean,f0_cv,0.2131038694032081
mfcc4_std,f2_std_hz,0.21309464611915283
mfcc9_mean,dmfcc8_mean,0.21305256761748717
mfcc8_mean,jitter_local,0.21302218331487954
jitter_local,f0_min_hz,0.21273932526706607
spec_energy_mid_mean,mfcc11_mean,0.21268479698024148
shannon_s1_amp,dmfcc13_mean,0.21263592933708964
mfcc3_std,f0_max_hz,0.21259836361414008
dmfcc9_mean,f0_std_hz,0.21251076958892798
shannon_s1_f0,mfcc9_std,0.2123834748329993
mfcc11_std,mfcc3_mean,0.21221847442206476
mfcc8_std,f2_std_hz,0.2121512526535889
dmfcc13_mean,dmfcc11_mean,0.21210832291711307
dmfcc6_std,shimmer_local,0.21173782386678516
tsallis_sq_f0,shimmer_apq5,0.2116089336027605
mfcc6_std,mfcc5_mean,0.21146795461232762
dmfcc12_std,f2_mean_hz,0.21145919321000126
mfcc13_std,mfcc6_mean,0.21127717788732953
mfcc7_mean,mfcc6_mean,0.21110829868611566
dmfcc2_std,jitter_local,0.21087076777899433
tsallis_sq_amp,dmfcc10_mean,0.21081622171744768
spec_energy_mid_mean,spec_centroid_std_hz,0.21080974701527458
spec_energy_low_mean,mfcc10_std,0.21050344486230016
tsallis_sq_amp,mfcc10_mean,0.2102851297769599
mfcc8_mean,jitter_rap,0.20999344295859537
dmfcc8_mean,mfcc2_std,0.20971789075978917
dmfcc3_mean,jitter_local,0.2095336871193898
dmfcc13_std,f1_mean_hz,0.20948732253419333
mfcc12_mean,mfcc9_mean,0.20931291811422964
mfcc13_std,jitter_local,0.20903111927340565
mfcc12_std,dmfcc11_mean,0.20879619090252194
dmfcc10_mean,shimmer_apq11,0.20879160707103156
spec_centroid_std_hz,f0_mean_hz,0.20879120860381584
dmfcc8_std,shimmer_local,0.20874973571974245
dmfcc10_std,mfcc6_mean,0.20840592407970485
spec_energy_low_mean,dmfcc6_std,0.20838076399212666
mfcc13_mean,f4_mean_hz,0.20784708204485708
tsallis_sq_amp,dmfcc3_std,0.20751091396058827
spec_flux_std,mfcc1_mean,0.2073695371938906
dmfcc13_std,dmfcc11_mean,0.20731608462760184
shimmer_apq11,f0_std_hz,0.20718338318234553
dmfcc7_std,f2_std_hz,0.206992379870819
mfcc10_std,mfcc3_mean,0.20685662837359314
mfcc11_mean,dmfcc9_std,0.20664420749500456
dmfcc2_std,jitter_rap,0.20630470994431066
spec_energy_mid_mean,spec_energy_low_mean,0.20611466299753892
mfcc3_mean,f0_mean_hz,0.20584080696296717
spec_rolloff_std_hz,dmfcc3_mean,0.20577208404039282
dmfcc10_mean,f4_mean_hz,0.20576621017071756
shannon_s1_f0,dmfcc10_std,0.20561566436799214
spec_centroid_mean_hz,dmfcc10_mean,0.20549968711927902
dmfcc8_std,f3_std_hz,0.2052139151045236
mfcc5_mean,dmfcc3_mean,0.20519895495608775
f4_std_hz,f0_min_hz,0.20484489228920644
mfcc8_mean,dmfcc6_mean,0.2048410389778028
dmfcc8_mean,f1_mean_hz,0.20481095049068596
spec_centroid_std_hz,f3_mean_hz,0.20460274883181137
shannon_s1_f0,mfcc7_std,0.2045583448740389
mfcc5_std,f0_mean_hz,0.20442817044361855
dmfcc11_mean,mfcc1_std,0.20422121830461723
dmfcc1_mean,f0_cv,0.20421055097745572
mfcc13_mean,mfcc7_std,0.20420168768852923
mfcc5_std,shimmer_apq11,0.2041018893206113
dmfcc12_std,f2_std_hz,0.20409124200494147
mfcc11_std,shimmer_local,0.204074806164062
dmfcc12_std,shimmer_apq3,0.20407403762558393
dmfcc8_mean,dmfcc6_std,0.20395971317518527
spec_flux_mean,mfcc10_std,0.20395003759048222
dmfcc8_std,dmfcc8_mean,0.20389726880334483
dmfcc2_std,f2_std_hz,0.2036850824370335
shimmer_apq5,f0_std_hz,0.20361571884019986
shannon_s1_amp,dmfcc6_std,0.2035079265700078
spec_energy_mid_mean,f4_mean_hz,0.2033391894610856
dmfcc1_std,jitter_ppq5,0.20326754231822036
mfcc13_mean,f4_std_hz,0.2030366415371136
mfcc9_mean,mfcc8_std,0.20299181256543364
mfcc4_std,f0_cv,0.20291885615785543
mfcc13_std,jitter_rap,0.20288267071464197
shannon_s1_f0,mfcc10_std,0.20287154666531448
dmfcc12_std,f1_std_hz,0.20281771629611267
mfcc12_std,mfcc6_mean,0.2026098711419036
dmfcc4_std,f2_std_hz,0.20253040750841547
shannon_s1_amp,f3_std_hz,0.20249011143921236
mfcc10_mean,shimmer_apq11,0.20233019639087801
f3_mean_hz,f1_std_hz,0.20223316005490086
spec_flux_mean,mfcc4_std,0.20220557507754966
mfcc12_mean,shimmer_apq11,0.20206542086643817
mfcc1_std,shimmer_apq11,0.20198563987419013
dmfcc11_mean,f0_mean_hz,0.20195863058307087
f3_std_hz,f0_max_hz,0.20193147604924955
spec_energy_mid_mean,dmfcc9_mean,0.20188646935408747
dmfcc10_std,f2_std_hz,0.20182632273022505
spec_energy_mid_mean,f4_std_hz,0.20181520393754085
mfcc12_std,f0_min_hz,0.20174182037339858
mfcc3_std,f0_std_hz,0.20101562228724376
dmfcc4_mean,mfcc2_std,0.2009147902248083
tsallis_sq_amp,dmfcc9_mean,0.20089319481646525
mfcc9_std,shimmer_apq3,0.20087698299260748
f4_std_hz,f3_std_hz,0.20057858235273604
spec_energy_mid_mean,dmfcc3_std,0.20042168108001387
tsallis_sq_amp,mfcc7_mean,0.20023375131153487
jitter_rap,f0_std_hz,0.20022506899536494
dmfcc10_mean,mfcc3_mean,0.20012923448648873
tsallis_sq_amp,shimmer_apq5,0.19998887495879392
dmfcc10_mean,f3_std_hz,0.19998569841128105
spec_rolloff_mean_hz,f3_mean_hz,0.19909242619237316
spec_energy_mid_mean,dmfcc4_mean,0.19903051816278683
mfcc13_mean,mfcc11_mean,0.19872712060924233
mfcc12_mean,shimmer_apq5,0.1983443947532085
tsallis_sq_f0,mfcc9_std,0.19826351269613818
spec_energy_high_mean,f1_mean_hz,0.19806085864181824
shannon_s1_amp,spec_flux_mean,0.19767170553818852
spec_flux_std,dmfcc6_mean,0.19748738581580327
dmfcc10_std,mfcc10_mean,0.19727223178311432
mfcc13_std,jitter_ppq5,0.19715503942531418
dmfcc10_std,shimmer_apq5,0.19662660987430539
mfcc11_mean,f4_mean_hz,0.19660924817563177
dmfcc8_mean,mfcc1_mean,0.1965944591639811
mfcc9_std,dmfcc7_mean,0.19654073604896022
spec_energy_mid_mean,f3_std_hz,0.19637768363189956
tsallis_sq_amp,dmfcc13_mean,0.19600642511183503
spec_energy_low_mean,dmfcc9_mean,0.19594919937686317
dmfcc7_std,f3_std_hz,0.19587580140383237
spec_flux_mean,mfcc5_std,0.1958564448638351
spec_energy_low_mean,spec_rolloff_mean_hz,0.19571193840877593
tsallis_sq_amp,shimmer_apq3,0.1956332702618042
mfcc6_mean,dmfcc2_mean,0.1955331304171402
dmfcc13_mean,dmfcc5_mean,0.1952956902816767
spec_flux_mean,f0_mean_hz,0.1952912369569807
tsallis_sq_amp,mfcc11_mean,0.1951684465497605
spec_energy_mid_mean,dmfcc2_std,0.195018638247905
mfcc7_mean,mfcc1_mean,0.19452495567128522
mfcc1_std,f4_mean_hz,0.19433301321893043
dmfcc6_mean,jitter_local,0.19424705928318195
dmfcc3_std,jitter_local,0.19419113677353875
dmfcc11_std,shimmer_apq3,0.19409868780407608
spec_centroid_mean_hz,shimmer_apq5,0.1939203174829254
mfcc8_std,f0_cv,0.19380541611880917
dmfcc11_mean,dmfcc7_mean,0.19376369551650757
mfcc10_mean,mfcc8_mean,0.19344644171401143
mfcc3_mean,jitter_ppq5,0.1933214887167645
mfcc13_std,f4_std_hz,0.19329390316880965
f2_mean_hz,f1_std_hz,0.19328866379922044
spec_flux_std,mfcc9_mean,0.19285942023738892
tsallis_sq_amp,mfcc13_mean,0.1923748372038261
spec_rolloff_mean_hz,f0_min_hz,0.1923516051750111
dmfcc8_mean,f2_mean_hz,0.1921883175512832
mfcc4_mean,mfcc1_std,0.19210031174659517
tsallis_sq_amp,dmfcc2_std,0.1920112896693319
dmfcc6_mean,jitter_rap,0.19186178435153722
dmfcc11_mean,mfcc5_std,0.1918241784922801
shannon_s1_amp,mfcc7_mean,0.19162942809853928
dmfcc4_std,f1_std_hz,0.19161841778943858
dmfcc12_mean,dmfcc1_mean,0.19141689752103153
tsallis_sq_f0,dmfcc10_std,0.19141450415250488
mfcc13_std,mfcc3_mean,0.19116307267254865
spec_energy_high_mean,dmfcc2_std,0.19116227929618893
dmfcc11_std,f1_mean_hz,0.19100071918718706
mfcc12_std,f2_std_hz,0.19096209621866955
mfcc3_std,f3_std_hz,0.19087364036986845
spec_rolloff_mean_hz,spec_centroid_std_hz,0.19070189747134164
mfcc13_mean,dmfcc1_mean,0.19061870284622012
mfcc1_mean,f1_std_hz,0.190573051645512
mfcc9_std,dmfcc8_mean,0.19040359934251166
mfcc13_mean,dmfcc11_std,0.19006119339507396
mfcc12_std,f2_mean_hz,0.1897484459469217
spec_centroid_std_hz,mfcc6_mean,0.18964303423979603
mfcc1_mean,shimmer_apq11,0.189234531568726
mfcc11_std,f4_std_hz,0.18916933850694417
mfcc9_mean,mfcc3_std,0.18876866894732708
dmfcc10_std,shimmer_local,0.18840427937847795
spec_energy_low_mean,f0_max_hz,0.1883207668339453
tsallis_sq_f0,mfcc10_std,0.18829475066272336
spec_rolloff_mean_hz,mfcc1_mean,0.1881093313489432
mfcc4_std,f4_std_hz,0.18799491244973063
spec_energy_high_mean,mfcc2_std,0.18798703783431736
spec_energy_low_mean,mfcc2_mean,0.18783664321519436
dmfcc10_mean,mfcc9_mean,0.1875201618946861
tsallis_sq_amp,mfcc4_mean,0.18738491406416077
spec_centroid_mean_hz,f4_mean_hz,0.1867678748030834
dmfcc8_mean,mfcc6_std,0.18667598046541117
mfcc6_std,shimmer_apq3,0.1865499900378189
mfcc8_std,shimmer_apq5,0.18654036836104204
mfcc1_std,f0_cv,0.18637069487939523
spec_flux_mean,spec_rolloff_std_hz,0.18616120736400782
spec_centroid_std_hz,f3_std_hz,0.18601003719445486
spec_energy_low_mean,spec_flux_mean,0.1859905535779152
mfcc12_std,shimmer_local,0.1855968779279827
mfcc10_std,shimmer_apq5,0.18542408483137193
mfcc10_std,f3_mean_hz,0.1853250777359116
mfcc3_mean,f2_std_hz,0.18508344632905652
jitter_rap,f0_min_hz,0.18507343546509653
f4_mean_hz,f2_std_hz,0.18507233613377053
dmfcc8_mean,mfcc7_mean,0.1849239927089365
dmfcc9_mean,dmfcc5_std,0.18486125004685008
mfcc10_mean,shimmer_apq5,0.18484910411753067
dmfcc10_mean,mfcc2_std,0.1846963563332491
mfcc9_mean,mfcc5_mean,0.18449321752598108
shannon_s1_amp,dmfcc9_std,0.18441214916642304
dmfcc8_mean,mfcc1_std,0.18433315152878246
jitter_ppq5,f1_std_hz,0.18415570216390093
shannon_s1_f0,dmfcc11_mean,0.18395650016466308
dmfcc2_std,shimmer_apq3,0.1838287289096701
spec_energy_low_mean,dmfcc6_mean,0.1836343621615773
tsallis_sq_f0,mfcc7_std,0.18325759189711896
spec_flux_std,dmfcc11_mean,0.18323326763033276
dmfcc13_std,f0_std_hz,0.1832017904691405
dmfcc9_mean,dmfcc4_std,0.18317672205596985
mfcc13_std,mfcc4_mean,0.182790650136707
mfcc7_std,shimmer_apq3,0.18260690575057378
dmfcc9_std,f0_std_hz,0.18237998935307864
f0_min_hz,f0_std_hz,0.18221806028431856
dmfcc3_std,f2_std_hz,0.182032610144628
dmfcc3_mean,f4_std_hz,0.18171817162792234
f3_mean_hz,f0_cv,0.18139797618110795
dmfcc10_mean,mfcc6_mean,0.18132906238884333
shannon_s1_amp,dmfcc9_mean,0.1811497210266598
dmfcc11_mean,mfcc2_std,0.18109270757361268
spec_flux_mean,f0_max_hz,0.18108513550283067
spec_rolloff_mean_hz,f0_mean_hz,0.18094654886983697
f1_std_hz,f0_std_hz,0.18088670628396492
mfcc8_std,dmfcc7_mean,0.1808063300305383
dmfcc8_std,dmfcc6_mean,0.18067390612605735
dmfcc3_std,jitter_rap,0.18057945732068195
spec_rolloff_std_hz,mfcc4_mean,0.1800551887888394
tsallis_sq_amp,dmfcc6_mean,0.17991749273172242
mfcc1_std,f4_std_hz,0.17989924592409245
dmfcc7_std,f0_min_hz,0.17986911507759026
dmfcc2_std,jitter_ppq5,0.1796812690255502
mfcc9_mean,dmfcc6_std,0.1796652921485568
mfcc5_mean,f2_mean_hz,0.17958500280145986
mfcc1_std,shimmer_local,0.17943057532095852
dmfcc4_mean,hnr_mean_db,0.17939591953659742
dmfcc8_mean,dmfcc1_std,0.17922896873925667
dmfcc10_std,f4_std_hz,0.17874679094600704
dmfcc10_mean,mfcc10_std,0.17869885261221571
spec_flux_std,mfcc13_mean,0.17845870547908876
tsallis_sq_amp,spec_energy_high_mean,0.1783554613166368
tsallis_sq_amp,shimmer_apq11,0.17827563374789965
mfcc1_std,f1_std_hz,0.17793438818100707
dmfcc11_mean,f3_mean_hz,0.17788902133945114
mfcc11_mean,dmfcc10_mean,0.17784253728054544
dmfcc10_mean,mfcc8_mean,0.17774886693378875
mfcc10_mean,f1_std_hz,0.17753938507963196
dmfcc13_mean,mfcc5_std,0.17750532637827002
dmfcc10_mean,f0_min_hz,0.177477878220451
dmfcc7_mean,mfcc5_std,0.17745534148651074
dmfcc10_mean,f4_std_hz,0.17743262528290832
mfcc11_std,mfcc4_mean,0.17741022494199182
spec_centroid_mean_hz,mfcc9_mean,0.177042638048695
mfcc8_std,shimmer_local,0.1769854051973117
spec_centroid_mean_hz,shimmer_apq11,0.17697625558862187
spec_centroid_mean_hz,jitter_ppq5,0.17691824095963862
mfcc10_mean,f0_cv,0.17690412999383576
mfcc8_std,dmfcc4_mean,0.17645893281667344
shimmer_apq11,f2_std_hz,0.17630515689839102
dmfcc3_std,jitter_ppq5,0.17622498137554285
shannon_s1_amp,dmfcc12_std,0.17617873403767245
dmfcc10_mean,f0_mean_hz,0.17609592234743648
spec_rolloff_std_hz,f2_mean_hz,0.17589610510423814
dmfcc9_mean,mfcc3_std,0.17581967253916614
dmfcc11_mean,dmfcc3_std,0.17564704933410843
spec_rolloff_mean_hz,dmfcc11_mean,0.1752769362786886
mfcc11_mean,f0_std_hz,0.175055741933408
spec_rolloff_mean_hz,f1_std_hz,0.1749543414907868
dmfcc10_mean,hnr_mean_db,0.17493101654696314
mfcc10_std,f4_std_hz,0.17485988838747357
dmfcc12_std,f0_min_hz,0.17484606026356458
mfcc2_std,f2_std_hz,0.1747070189792569
